algo,repeat,op,ops_per_sec,bytes,notes
ecdsap521,1,sign,1273.1,NA,openssl_speed
ecdsap521,1,verify,672.9,NA,openssl_speed
ecdsap521,2,sign,1279.5,NA,openssl_speed
ecdsap521,2,verify,679.0,NA,openssl_speed
ecdsap521,3,sign,1285.1,NA,openssl_speed
ecdsap521,3,verify,673.4,NA,openssl_speed
ecdsap521,4,sign,1282.7,NA,openssl_speed
ecdsap521,4,verify,670.0,NA,openssl_speed
ecdsap521,5,sign,1277.6,NA,openssl_speed
ecdsap521,5,verify,673.9,NA,openssl_speed
