Iteration, Algorithm, Time(s)
1,secp256r1,0.29
2,secp256r1,0.28
3,secp256r1,0.29
4,secp256r1,0.28
5,secp256r1,0.28
6,secp256r1,0.28
7,secp256r1,0.28
8,secp256r1,0.28
9,secp256r1,0.29
10,secp256r1,0.28
11,secp256r1,0.32
12,secp256r1,0.29
13,secp256r1,0.29
14,secp256r1,0.31
15,secp256r1,0.33
16,secp256r1,0.31
17,secp256r1,0.30
18,secp256r1,0.31
19,secp256r1,0.33
20,secp256r1,0.33
21,secp256r1,0.32
22,secp256r1,0.33
23,secp256r1,0.33
24,secp256r1,0.31
25,secp256r1,0.33
26,secp256r1,0.33
27,secp256r1,0.33
28,secp256r1,0.33
29,secp256r1,0.31
30,secp256r1,0.31
31,secp256r1,0.33
32,secp256r1,0.33
33,secp256r1,0.34
34,secp256r1,0.32
35,secp256r1,0.33
36,secp256r1,0.33
37,secp256r1,0.33
38,secp256r1,0.33
39,secp256r1,0.33
40,secp256r1,0.30
41,secp256r1,0.33
42,secp256r1,0.33
43,secp256r1,0.33
44,secp256r1,0.31
45,secp256r1,0.33
46,secp256r1,0.33
47,secp256r1,0.33
48,secp256r1,0.33
49,secp256r1,0.33
50,secp256r1,0.33
51,secp256r1,0.33
52,secp256r1,0.33
53,secp256r1,0.33
54,secp256r1,0.33
55,secp256r1,0.33
56,secp256r1,0.33
57,secp256r1,0.33
58,secp256r1,0.33
59,secp256r1,0.33
60,secp256r1,0.33
61,secp256r1,0.33
62,secp256r1,0.33
63,secp256r1,0.33
64,secp256r1,0.33
65,secp256r1,0.34
66,secp256r1,0.33
67,secp256r1,0.33
68,secp256r1,0.33
69,secp256r1,0.33
70,secp256r1,0.33
71,secp256r1,0.33
72,secp256r1,0.33
73,secp256r1,0.33
74,secp256r1,0.33
75,secp256r1,0.33
76,secp256r1,0.33
77,secp256r1,0.33
78,secp256r1,0.33
79,secp256r1,0.33
80,secp256r1,0.33
81,secp256r1,0.33
82,secp256r1,0.33
83,secp256r1,0.33
84,secp256r1,0.33
85,secp256r1,0.33
86,secp256r1,0.33
87,secp256r1,0.33
88,secp256r1,0.33
89,secp256r1,0.33
90,secp256r1,0.33
91,secp256r1,0.33
92,secp256r1,0.33
93,secp256r1,0.33
94,secp256r1,0.33
95,secp256r1,0.33
96,secp256r1,0.33
97,secp256r1,0.34
98,secp256r1,0.33
99,secp256r1,0.33
100,secp256r1,0.33
