Iteration, Algorithm, Time(s)
1,x448,0.34
2,x448,0.33
3,x448,0.33
4,x448,0.34
5,x448,0.33
6,x448,0.34
7,x448,0.33
8,x448,0.34
9,x448,0.34
10,x448,0.34
11,x448,0.34
12,x448,0.33
13,x448,0.34
14,x448,0.34
15,x448,0.34
16,x448,0.33
17,x448,0.34
18,x448,0.34
19,x448,0.34
20,x448,0.33
21,x448,0.33
22,x448,0.33
23,x448,0.34
24,x448,0.33
25,x448,0.34
26,x448,0.34
27,x448,0.33
28,x448,0.34
29,x448,0.34
30,x448,0.33
31,x448,0.34
32,x448,0.33
33,x448,0.33
34,x448,0.33
35,x448,0.33
36,x448,0.34
37,x448,0.33
38,x448,0.33
39,x448,0.34
40,x448,0.34
41,x448,0.34
42,x448,0.34
43,x448,0.33
44,x448,0.33
45,x448,0.34
46,x448,0.34
47,x448,0.33
48,x448,0.34
49,x448,0.34
50,x448,0.34
51,x448,0.34
52,x448,0.33
53,x448,0.34
54,x448,0.34
55,x448,0.33
56,x448,0.34
57,x448,0.33
58,x448,0.33
59,x448,0.34
60,x448,0.33
61,x448,0.34
62,x448,0.33
63,x448,0.33
64,x448,0.33
65,x448,0.34
66,x448,0.34
67,x448,0.33
68,x448,0.34
69,x448,0.33
70,x448,0.33
71,x448,0.34
72,x448,0.34
73,x448,0.34
74,x448,0.34
75,x448,0.34
76,x448,0.34
77,x448,0.34
78,x448,0.33
79,x448,0.33
80,x448,0.34
81,x448,0.34
82,x448,0.34
83,x448,0.34
84,x448,0.34
85,x448,0.34
86,x448,0.34
87,x448,0.33
88,x448,0.33
89,x448,0.34
90,x448,0.34
91,x448,0.34
92,x448,0.34
93,x448,0.34
94,x448,0.34
95,x448,0.33
96,x448,0.34
97,x448,0.34
98,x448,0.34
99,x448,0.34
100,x448,0.34
