Iteration, Algorithm, Time(s)
1,x25519_frodo640shake,0.38
2,x25519_frodo640shake,0.38
3,x25519_frodo640shake,0.38
4,x25519_frodo640shake,0.38
5,x25519_frodo640shake,0.38
6,x25519_frodo640shake,0.38
7,x25519_frodo640shake,0.38
8,x25519_frodo640shake,0.38
9,x25519_frodo640shake,0.38
10,x25519_frodo640shake,0.38
11,x25519_frodo640shake,0.38
12,x25519_frodo640shake,0.38
13,x25519_frodo640shake,0.39
14,x25519_frodo640shake,0.38
15,x25519_frodo640shake,0.38
16,x25519_frodo640shake,0.38
17,x25519_frodo640shake,0.38
18,x25519_frodo640shake,0.38
19,x25519_frodo640shake,0.38
20,x25519_frodo640shake,0.38
21,x25519_frodo640shake,0.38
22,x25519_frodo640shake,0.38
23,x25519_frodo640shake,0.38
24,x25519_frodo640shake,0.38
25,x25519_frodo640shake,0.38
26,x25519_frodo640shake,0.38
27,x25519_frodo640shake,0.38
28,x25519_frodo640shake,0.38
29,x25519_frodo640shake,0.38
30,x25519_frodo640shake,0.38
31,x25519_frodo640shake,0.38
32,x25519_frodo640shake,0.38
33,x25519_frodo640shake,0.38
34,x25519_frodo640shake,0.38
35,x25519_frodo640shake,0.38
36,x25519_frodo640shake,0.38
37,x25519_frodo640shake,0.38
38,x25519_frodo640shake,0.38
39,x25519_frodo640shake,0.38
40,x25519_frodo640shake,0.38
41,x25519_frodo640shake,0.38
42,x25519_frodo640shake,0.38
43,x25519_frodo640shake,0.38
44,x25519_frodo640shake,0.38
45,x25519_frodo640shake,0.39
46,x25519_frodo640shake,0.38
47,x25519_frodo640shake,0.38
48,x25519_frodo640shake,0.38
49,x25519_frodo640shake,0.38
50,x25519_frodo640shake,0.38
51,x25519_frodo640shake,0.38
52,x25519_frodo640shake,0.38
53,x25519_frodo640shake,0.38
54,x25519_frodo640shake,0.38
55,x25519_frodo640shake,0.38
56,x25519_frodo640shake,0.38
57,x25519_frodo640shake,0.38
58,x25519_frodo640shake,0.38
59,x25519_frodo640shake,0.38
60,x25519_frodo640shake,0.39
61,x25519_frodo640shake,0.38
62,x25519_frodo640shake,0.38
63,x25519_frodo640shake,0.39
64,x25519_frodo640shake,0.38
65,x25519_frodo640shake,0.38
66,x25519_frodo640shake,0.38
67,x25519_frodo640shake,0.38
68,x25519_frodo640shake,0.38
69,x25519_frodo640shake,0.38
70,x25519_frodo640shake,0.38
71,x25519_frodo640shake,0.38
72,x25519_frodo640shake,0.38
73,x25519_frodo640shake,0.38
74,x25519_frodo640shake,0.38
75,x25519_frodo640shake,0.38
76,x25519_frodo640shake,0.38
77,x25519_frodo640shake,0.39
78,x25519_frodo640shake,0.38
79,x25519_frodo640shake,0.38
80,x25519_frodo640shake,0.38
81,x25519_frodo640shake,0.38
82,x25519_frodo640shake,0.38
83,x25519_frodo640shake,0.38
84,x25519_frodo640shake,0.38
85,x25519_frodo640shake,0.39
86,x25519_frodo640shake,0.38
87,x25519_frodo640shake,0.38
88,x25519_frodo640shake,0.38
89,x25519_frodo640shake,0.38
90,x25519_frodo640shake,0.38
91,x25519_frodo640shake,0.38
92,x25519_frodo640shake,0.38
93,x25519_frodo640shake,0.38
94,x25519_frodo640shake,0.38
95,x25519_frodo640shake,0.38
96,x25519_frodo640shake,0.38
97,x25519_frodo640shake,0.38
98,x25519_frodo640shake,0.38
99,x25519_frodo640shake,0.38
100,x25519_frodo640shake,0.38
