Iteration, Algorithm, Time(s)
1,x448_mlkem768,0.10
2,x448_mlkem768,0.10
3,x448_mlkem768,0.10
4,x448_mlkem768,0.10
5,x448_mlkem768,0.10
6,x448_mlkem768,0.10
7,x448_mlkem768,0.10
8,x448_mlkem768,0.10
9,x448_mlkem768,0.10
10,x448_mlkem768,0.11
11,x448_mlkem768,0.11
12,x448_mlkem768,0.11
13,x448_mlkem768,0.11
14,x448_mlkem768,0.10
15,x448_mlkem768,0.11
16,x448_mlkem768,0.10
17,x448_mlkem768,0.10
18,x448_mlkem768,0.10
19,x448_mlkem768,0.10
20,x448_mlkem768,0.10
21,x448_mlkem768,0.11
22,x448_mlkem768,0.11
23,x448_mlkem768,0.10
24,x448_mlkem768,0.10
25,x448_mlkem768,0.10
26,x448_mlkem768,0.11
27,x448_mlkem768,0.11
28,x448_mlkem768,0.10
29,x448_mlkem768,0.10
30,x448_mlkem768,0.11
31,x448_mlkem768,0.12
32,x448_mlkem768,0.11
33,x448_mlkem768,0.11
34,x448_mlkem768,0.10
35,x448_mlkem768,0.11
36,x448_mlkem768,0.12
37,x448_mlkem768,0.11
38,x448_mlkem768,0.11
39,x448_mlkem768,0.11
40,x448_mlkem768,0.11
41,x448_mlkem768,0.10
42,x448_mlkem768,0.10
43,x448_mlkem768,0.10
44,x448_mlkem768,0.10
45,x448_mlkem768,0.10
46,x448_mlkem768,0.10
47,x448_mlkem768,0.11
48,x448_mlkem768,0.10
49,x448_mlkem768,0.10
50,x448_mlkem768,0.10
51,x448_mlkem768,0.11
52,x448_mlkem768,0.10
53,x448_mlkem768,0.10
54,x448_mlkem768,0.10
55,x448_mlkem768,0.11
56,x448_mlkem768,0.11
57,x448_mlkem768,0.11
58,x448_mlkem768,0.11
59,x448_mlkem768,0.10
60,x448_mlkem768,0.11
61,x448_mlkem768,0.11
62,x448_mlkem768,0.10
63,x448_mlkem768,0.10
64,x448_mlkem768,0.10
65,x448_mlkem768,0.11
66,x448_mlkem768,0.10
67,x448_mlkem768,0.11
68,x448_mlkem768,0.10
69,x448_mlkem768,0.10
70,x448_mlkem768,0.10
71,x448_mlkem768,0.10
72,x448_mlkem768,0.10
73,x448_mlkem768,0.10
74,x448_mlkem768,0.10
75,x448_mlkem768,0.11
76,x448_mlkem768,0.11
77,x448_mlkem768,0.11
78,x448_mlkem768,0.11
79,x448_mlkem768,0.11
80,x448_mlkem768,0.11
81,x448_mlkem768,0.10
82,x448_mlkem768,0.11
83,x448_mlkem768,0.11
84,x448_mlkem768,0.11
85,x448_mlkem768,0.10
86,x448_mlkem768,0.10
87,x448_mlkem768,0.11
88,x448_mlkem768,0.10
89,x448_mlkem768,0.10
90,x448_mlkem768,0.10
91,x448_mlkem768,0.10
92,x448_mlkem768,0.10
93,x448_mlkem768,0.12
94,x448_mlkem768,0.11
95,x448_mlkem768,0.10
96,x448_mlkem768,0.11
97,x448_mlkem768,0.10
98,x448_mlkem768,0.10
99,x448_mlkem768,0.11
100,x448_mlkem768,0.10
