Iteration, Algorithm, Time(s)
1,p256_mlkem512,0.14
2,p256_mlkem512,0.14
3,p256_mlkem512,0.14
4,p256_mlkem512,0.13
5,p256_mlkem512,0.13
6,p256_mlkem512,0.14
7,p256_mlkem512,0.13
8,p256_mlkem512,0.14
9,p256_mlkem512,0.14
10,p256_mlkem512,0.13
11,p256_mlkem512,0.13
12,p256_mlkem512,0.13
13,p256_mlkem512,0.13
14,p256_mlkem512,0.13
15,p256_mlkem512,0.14
16,p256_mlkem512,0.14
17,p256_mlkem512,0.13
18,p256_mlkem512,0.13
19,p256_mlkem512,0.14
20,p256_mlkem512,0.14
21,p256_mlkem512,0.13
22,p256_mlkem512,0.14
23,p256_mlkem512,0.14
24,p256_mlkem512,0.14
25,p256_mlkem512,0.13
26,p256_mlkem512,0.13
27,p256_mlkem512,0.13
28,p256_mlkem512,0.14
29,p256_mlkem512,0.14
30,p256_mlkem512,0.14
31,p256_mlkem512,0.14
32,p256_mlkem512,0.13
33,p256_mlkem512,0.14
34,p256_mlkem512,0.13
35,p256_mlkem512,0.13
36,p256_mlkem512,0.13
37,p256_mlkem512,0.13
38,p256_mlkem512,0.14
39,p256_mlkem512,0.14
40,p256_mlkem512,0.14
41,p256_mlkem512,0.13
42,p256_mlkem512,0.13
43,p256_mlkem512,0.14
44,p256_mlkem512,0.14
45,p256_mlkem512,0.13
46,p256_mlkem512,0.14
47,p256_mlkem512,0.14
48,p256_mlkem512,0.14
49,p256_mlkem512,0.14
50,p256_mlkem512,0.15
51,p256_mlkem512,0.14
52,p256_mlkem512,0.14
53,p256_mlkem512,0.14
54,p256_mlkem512,0.13
55,p256_mlkem512,0.14
56,p256_mlkem512,0.13
57,p256_mlkem512,0.13
58,p256_mlkem512,0.13
59,p256_mlkem512,0.14
60,p256_mlkem512,0.14
61,p256_mlkem512,0.14
62,p256_mlkem512,0.13
63,p256_mlkem512,0.14
64,p256_mlkem512,0.14
65,p256_mlkem512,0.13
66,p256_mlkem512,0.13
67,p256_mlkem512,0.14
68,p256_mlkem512,0.14
69,p256_mlkem512,0.14
70,p256_mlkem512,0.14
71,p256_mlkem512,0.14
72,p256_mlkem512,0.14
73,p256_mlkem512,0.13
74,p256_mlkem512,0.13
75,p256_mlkem512,0.14
76,p256_mlkem512,0.13
77,p256_mlkem512,0.13
78,p256_mlkem512,0.13
79,p256_mlkem512,0.13
80,p256_mlkem512,0.14
81,p256_mlkem512,0.13
82,p256_mlkem512,0.13
83,p256_mlkem512,0.14
84,p256_mlkem512,0.14
85,p256_mlkem512,0.15
86,p256_mlkem512,0.13
87,p256_mlkem512,0.14
88,p256_mlkem512,0.14
89,p256_mlkem512,0.13
90,p256_mlkem512,0.13
91,p256_mlkem512,0.13
92,p256_mlkem512,0.13
93,p256_mlkem512,0.13
94,p256_mlkem512,0.14
95,p256_mlkem512,0.14
96,p256_mlkem512,0.14
97,p256_mlkem512,0.14
98,p256_mlkem512,0.13
99,p256_mlkem512,0.14
100,p256_mlkem512,0.13
