Iteration, Algorithm, Time(s)
1,secp256r1,0.10
2,secp256r1,0.09
3,secp256r1,0.10
4,secp256r1,0.10
5,secp256r1,0.09
6,secp256r1,0.10
7,secp256r1,0.10
8,secp256r1,0.10
9,secp256r1,0.10
10,secp256r1,0.10
11,secp256r1,0.10
12,secp256r1,0.10
13,secp256r1,0.10
14,secp256r1,0.10
15,secp256r1,0.10
16,secp256r1,0.10
17,secp256r1,0.10
18,secp256r1,0.10
19,secp256r1,0.10
20,secp256r1,0.10
21,secp256r1,0.10
22,secp256r1,0.10
23,secp256r1,0.10
24,secp256r1,0.10
25,secp256r1,0.10
26,secp256r1,0.10
27,secp256r1,0.09
28,secp256r1,0.10
29,secp256r1,0.10
30,secp256r1,0.10
31,secp256r1,0.10
32,secp256r1,0.10
33,secp256r1,0.10
34,secp256r1,0.10
35,secp256r1,0.10
36,secp256r1,0.10
37,secp256r1,0.09
38,secp256r1,0.10
39,secp256r1,0.10
40,secp256r1,0.10
41,secp256r1,0.10
42,secp256r1,0.10
43,secp256r1,0.10
44,secp256r1,0.10
45,secp256r1,0.10
46,secp256r1,0.10
47,secp256r1,0.10
48,secp256r1,0.10
49,secp256r1,0.10
50,secp256r1,0.10
51,secp256r1,0.10
52,secp256r1,0.10
53,secp256r1,0.10
54,secp256r1,0.10
55,secp256r1,0.10
56,secp256r1,0.10
57,secp256r1,0.10
58,secp256r1,0.10
59,secp256r1,0.10
60,secp256r1,0.10
61,secp256r1,0.10
62,secp256r1,0.10
63,secp256r1,0.10
64,secp256r1,0.10
65,secp256r1,0.10
66,secp256r1,0.10
67,secp256r1,0.10
68,secp256r1,0.10
69,secp256r1,0.10
70,secp256r1,0.10
71,secp256r1,0.10
72,secp256r1,0.10
73,secp256r1,0.10
74,secp256r1,0.10
75,secp256r1,0.10
76,secp256r1,0.10
77,secp256r1,0.10
78,secp256r1,0.10
79,secp256r1,0.10
80,secp256r1,0.10
81,secp256r1,0.10
82,secp256r1,0.10
83,secp256r1,0.10
84,secp256r1,0.10
85,secp256r1,0.10
86,secp256r1,0.10
87,secp256r1,0.10
88,secp256r1,0.10
89,secp256r1,0.10
90,secp256r1,0.10
91,secp256r1,0.10
92,secp256r1,0.10
93,secp256r1,0.10
94,secp256r1,0.10
95,secp256r1,0.10
96,secp256r1,0.10
97,secp256r1,0.10
98,secp256r1,0.10
99,secp256r1,0.10
100,secp256r1,0.10
