Iteration, Algorithm, Time(s)
1,bp512_mlkem1024,0.16
2,bp512_mlkem1024,0.17
3,bp512_mlkem1024,0.17
4,bp512_mlkem1024,0.16
5,bp512_mlkem1024,0.16
6,bp512_mlkem1024,0.17
7,bp512_mlkem1024,0.17
8,bp512_mlkem1024,0.17
9,bp512_mlkem1024,0.17
10,bp512_mlkem1024,0.17
11,bp512_mlkem1024,0.16
12,bp512_mlkem1024,0.17
13,bp512_mlkem1024,0.17
14,bp512_mlkem1024,0.17
15,bp512_mlkem1024,0.17
16,bp512_mlkem1024,0.17
17,bp512_mlkem1024,0.17
18,bp512_mlkem1024,0.15
19,bp512_mlkem1024,0.16
20,bp512_mlkem1024,0.17
21,bp512_mlkem1024,0.17
22,bp512_mlkem1024,0.17
23,bp512_mlkem1024,0.17
24,bp512_mlkem1024,0.17
25,bp512_mlkem1024,0.17
26,bp512_mlkem1024,0.17
27,bp512_mlkem1024,0.16
28,bp512_mlkem1024,0.17
29,bp512_mlkem1024,0.17
30,bp512_mlkem1024,0.17
31,bp512_mlkem1024,0.17
32,bp512_mlkem1024,0.17
33,bp512_mlkem1024,0.17
34,bp512_mlkem1024,0.17
35,bp512_mlkem1024,0.16
36,bp512_mlkem1024,0.17
37,bp512_mlkem1024,0.17
38,bp512_mlkem1024,0.17
39,bp512_mlkem1024,0.15
40,bp512_mlkem1024,0.16
41,bp512_mlkem1024,0.17
42,bp512_mlkem1024,0.17
43,bp512_mlkem1024,0.14
44,bp512_mlkem1024,0.17
45,bp512_mlkem1024,0.17
46,bp512_mlkem1024,0.17
47,bp512_mlkem1024,0.17
48,bp512_mlkem1024,0.17
49,bp512_mlkem1024,0.17
50,bp512_mlkem1024,0.17
51,bp512_mlkem1024,0.14
52,bp512_mlkem1024,0.17
53,bp512_mlkem1024,0.16
54,bp512_mlkem1024,0.17
55,bp512_mlkem1024,0.16
56,bp512_mlkem1024,0.17
57,bp512_mlkem1024,0.17
58,bp512_mlkem1024,0.17
59,bp512_mlkem1024,0.17
60,bp512_mlkem1024,0.17
61,bp512_mlkem1024,0.17
62,bp512_mlkem1024,0.17
63,bp512_mlkem1024,0.16
64,bp512_mlkem1024,0.17
65,bp512_mlkem1024,0.16
66,bp512_mlkem1024,0.16
67,bp512_mlkem1024,0.17
68,bp512_mlkem1024,0.16
69,bp512_mlkem1024,0.17
70,bp512_mlkem1024,0.17
71,bp512_mlkem1024,0.15
72,bp512_mlkem1024,0.17
73,bp512_mlkem1024,0.17
74,bp512_mlkem1024,0.17
75,bp512_mlkem1024,0.17
76,bp512_mlkem1024,0.16
77,bp512_mlkem1024,0.17
78,bp512_mlkem1024,0.17
79,bp512_mlkem1024,0.17
80,bp512_mlkem1024,0.17
81,bp512_mlkem1024,0.17
82,bp512_mlkem1024,0.17
83,bp512_mlkem1024,0.17
84,bp512_mlkem1024,0.17
85,bp512_mlkem1024,0.17
86,bp512_mlkem1024,0.17
87,bp512_mlkem1024,0.16
88,bp512_mlkem1024,0.15
89,bp512_mlkem1024,0.16
90,bp512_mlkem1024,0.17
91,bp512_mlkem1024,0.17
92,bp512_mlkem1024,0.17
93,bp512_mlkem1024,0.16
94,bp512_mlkem1024,0.16
95,bp512_mlkem1024,0.17
96,bp512_mlkem1024,0.16
97,bp512_mlkem1024,0.16
98,bp512_mlkem1024,0.17
99,bp512_mlkem1024,0.16
100,bp512_mlkem1024,0.16
