Iteration, Algorithm, Time(s)
1,ffdhe6144,0.15
2,ffdhe6144,0.14
3,ffdhe6144,0.14
4,ffdhe6144,0.14
5,ffdhe6144,0.14
6,ffdhe6144,0.14
7,ffdhe6144,0.15
8,ffdhe6144,0.15
9,ffdhe6144,0.14
10,ffdhe6144,0.14
11,ffdhe6144,0.14
12,ffdhe6144,0.14
13,ffdhe6144,0.14
14,ffdhe6144,0.14
15,ffdhe6144,0.14
16,ffdhe6144,0.14
17,ffdhe6144,0.14
18,ffdhe6144,0.14
19,ffdhe6144,0.14
20,ffdhe6144,0.15
21,ffdhe6144,0.15
22,ffdhe6144,0.15
23,ffdhe6144,0.15
24,ffdhe6144,0.15
25,ffdhe6144,0.15
26,ffdhe6144,0.15
27,ffdhe6144,0.14
28,ffdhe6144,0.15
29,ffdhe6144,0.15
30,ffdhe6144,0.14
31,ffdhe6144,0.15
32,ffdhe6144,0.14
33,ffdhe6144,0.15
34,ffdhe6144,0.14
35,ffdhe6144,0.14
36,ffdhe6144,0.15
37,ffdhe6144,0.15
38,ffdhe6144,0.14
39,ffdhe6144,0.15
40,ffdhe6144,0.15
41,ffdhe6144,0.15
42,ffdhe6144,0.14
43,ffdhe6144,0.14
44,ffdhe6144,0.15
45,ffdhe6144,0.15
46,ffdhe6144,0.15
47,ffdhe6144,0.15
48,ffdhe6144,0.14
49,ffdhe6144,0.15
50,ffdhe6144,0.14
51,ffdhe6144,0.14
52,ffdhe6144,0.14
53,ffdhe6144,0.15
54,ffdhe6144,0.14
55,ffdhe6144,0.14
56,ffdhe6144,0.14
57,ffdhe6144,0.14
58,ffdhe6144,0.15
59,ffdhe6144,0.14
60,ffdhe6144,0.14
61,ffdhe6144,0.15
62,ffdhe6144,0.14
63,ffdhe6144,0.15
64,ffdhe6144,0.15
65,ffdhe6144,0.16
66,ffdhe6144,0.15
67,ffdhe6144,0.15
68,ffdhe6144,0.15
69,ffdhe6144,0.14
70,ffdhe6144,0.15
71,ffdhe6144,0.15
72,ffdhe6144,0.15
73,ffdhe6144,0.14
74,ffdhe6144,0.14
75,ffdhe6144,0.15
76,ffdhe6144,0.15
77,ffdhe6144,0.15
78,ffdhe6144,0.14
79,ffdhe6144,0.14
80,ffdhe6144,0.14
81,ffdhe6144,0.15
82,ffdhe6144,0.15
83,ffdhe6144,0.14
84,ffdhe6144,0.14
85,ffdhe6144,0.15
86,ffdhe6144,0.14
87,ffdhe6144,0.15
88,ffdhe6144,0.15
89,ffdhe6144,0.14
90,ffdhe6144,0.14
91,ffdhe6144,0.15
92,ffdhe6144,0.14
93,ffdhe6144,0.15
94,ffdhe6144,0.14
95,ffdhe6144,0.16
96,ffdhe6144,0.15
97,ffdhe6144,0.15
98,ffdhe6144,0.14
99,ffdhe6144,0.14
100,ffdhe6144,0.15
