Iteration, Algorithm, Time(s)
1,p256_frodo640aes,0.20
2,p256_frodo640aes,0.18
3,p256_frodo640aes,0.19
4,p256_frodo640aes,0.18
5,p256_frodo640aes,0.18
6,p256_frodo640aes,0.18
7,p256_frodo640aes,0.19
8,p256_frodo640aes,0.19
9,p256_frodo640aes,0.18
10,p256_frodo640aes,0.19
11,p256_frodo640aes,0.19
12,p256_frodo640aes,0.18
13,p256_frodo640aes,0.20
14,p256_frodo640aes,0.19
15,p256_frodo640aes,0.19
16,p256_frodo640aes,0.19
17,p256_frodo640aes,0.19
18,p256_frodo640aes,0.17
19,p256_frodo640aes,0.19
20,p256_frodo640aes,0.18
21,p256_frodo640aes,0.19
22,p256_frodo640aes,0.19
23,p256_frodo640aes,0.18
24,p256_frodo640aes,0.19
25,p256_frodo640aes,0.19
26,p256_frodo640aes,0.19
27,p256_frodo640aes,0.19
28,p256_frodo640aes,0.18
29,p256_frodo640aes,0.19
30,p256_frodo640aes,0.19
31,p256_frodo640aes,0.19
32,p256_frodo640aes,0.18
33,p256_frodo640aes,0.18
34,p256_frodo640aes,0.18
35,p256_frodo640aes,0.18
36,p256_frodo640aes,0.18
37,p256_frodo640aes,0.18
38,p256_frodo640aes,0.18
39,p256_frodo640aes,0.19
40,p256_frodo640aes,0.17
41,p256_frodo640aes,0.18
42,p256_frodo640aes,0.20
43,p256_frodo640aes,0.17
44,p256_frodo640aes,0.18
45,p256_frodo640aes,0.19
46,p256_frodo640aes,0.19
47,p256_frodo640aes,0.19
48,p256_frodo640aes,0.19
49,p256_frodo640aes,0.19
50,p256_frodo640aes,0.19
51,p256_frodo640aes,0.19
52,p256_frodo640aes,0.19
53,p256_frodo640aes,0.18
54,p256_frodo640aes,0.19
55,p256_frodo640aes,0.19
56,p256_frodo640aes,0.19
57,p256_frodo640aes,0.20
58,p256_frodo640aes,0.20
59,p256_frodo640aes,0.20
60,p256_frodo640aes,0.18
61,p256_frodo640aes,0.19
62,p256_frodo640aes,0.18
63,p256_frodo640aes,0.18
64,p256_frodo640aes,0.17
65,p256_frodo640aes,0.18
66,p256_frodo640aes,0.18
67,p256_frodo640aes,0.19
68,p256_frodo640aes,0.19
69,p256_frodo640aes,0.18
70,p256_frodo640aes,0.19
71,p256_frodo640aes,0.18
72,p256_frodo640aes,0.18
73,p256_frodo640aes,0.18
74,p256_frodo640aes,0.18
75,p256_frodo640aes,0.17
76,p256_frodo640aes,0.18
77,p256_frodo640aes,0.18
78,p256_frodo640aes,0.19
79,p256_frodo640aes,0.20
80,p256_frodo640aes,0.18
81,p256_frodo640aes,0.18
82,p256_frodo640aes,0.18
83,p256_frodo640aes,0.18
84,p256_frodo640aes,0.18
85,p256_frodo640aes,0.19
86,p256_frodo640aes,0.19
87,p256_frodo640aes,0.19
88,p256_frodo640aes,0.19
89,p256_frodo640aes,0.19
90,p256_frodo640aes,0.18
91,p256_frodo640aes,0.18
92,p256_frodo640aes,0.18
93,p256_frodo640aes,0.18
94,p256_frodo640aes,0.19
95,p256_frodo640aes,0.18
96,p256_frodo640aes,0.18
97,p256_frodo640aes,0.19
98,p256_frodo640aes,0.18
99,p256_frodo640aes,0.19
100,p256_frodo640aes,0.18
