Iteration, Algorithm, Time(s)
1,x25519_frodo640aes,0.15
2,x25519_frodo640aes,0.16
3,x25519_frodo640aes,0.15
4,x25519_frodo640aes,0.14
5,x25519_frodo640aes,0.15
6,x25519_frodo640aes,0.16
7,x25519_frodo640aes,0.15
8,x25519_frodo640aes,0.16
9,x25519_frodo640aes,0.15
10,x25519_frodo640aes,0.15
11,x25519_frodo640aes,0.16
12,x25519_frodo640aes,0.15
13,x25519_frodo640aes,0.15
14,x25519_frodo640aes,0.15
15,x25519_frodo640aes,0.14
16,x25519_frodo640aes,0.15
17,x25519_frodo640aes,0.15
18,x25519_frodo640aes,0.15
19,x25519_frodo640aes,0.16
20,x25519_frodo640aes,0.16
21,x25519_frodo640aes,0.15
22,x25519_frodo640aes,0.15
23,x25519_frodo640aes,0.16
24,x25519_frodo640aes,0.16
25,x25519_frodo640aes,0.16
26,x25519_frodo640aes,0.15
27,x25519_frodo640aes,0.15
28,x25519_frodo640aes,0.16
29,x25519_frodo640aes,0.15
30,x25519_frodo640aes,0.15
31,x25519_frodo640aes,0.15
32,x25519_frodo640aes,0.16
33,x25519_frodo640aes,0.15
34,x25519_frodo640aes,0.16
35,x25519_frodo640aes,0.15
36,x25519_frodo640aes,0.16
37,x25519_frodo640aes,0.16
38,x25519_frodo640aes,0.15
39,x25519_frodo640aes,0.15
40,x25519_frodo640aes,0.15
41,x25519_frodo640aes,0.16
42,x25519_frodo640aes,0.17
43,x25519_frodo640aes,0.15
44,x25519_frodo640aes,0.15
45,x25519_frodo640aes,0.15
46,x25519_frodo640aes,0.16
47,x25519_frodo640aes,0.15
48,x25519_frodo640aes,0.16
49,x25519_frodo640aes,0.16
50,x25519_frodo640aes,0.17
51,x25519_frodo640aes,0.16
52,x25519_frodo640aes,0.15
53,x25519_frodo640aes,0.15
54,x25519_frodo640aes,0.15
55,x25519_frodo640aes,0.15
56,x25519_frodo640aes,0.15
57,x25519_frodo640aes,0.16
58,x25519_frodo640aes,0.15
59,x25519_frodo640aes,0.15
60,x25519_frodo640aes,0.16
61,x25519_frodo640aes,0.16
62,x25519_frodo640aes,0.15
63,x25519_frodo640aes,0.14
64,x25519_frodo640aes,0.15
65,x25519_frodo640aes,0.16
66,x25519_frodo640aes,0.16
67,x25519_frodo640aes,0.16
68,x25519_frodo640aes,0.16
69,x25519_frodo640aes,0.15
70,x25519_frodo640aes,0.15
71,x25519_frodo640aes,0.16
72,x25519_frodo640aes,0.15
73,x25519_frodo640aes,0.16
74,x25519_frodo640aes,0.15
75,x25519_frodo640aes,0.15
76,x25519_frodo640aes,0.16
77,x25519_frodo640aes,0.15
78,x25519_frodo640aes,0.15
79,x25519_frodo640aes,0.15
80,x25519_frodo640aes,0.15
81,x25519_frodo640aes,0.16
82,x25519_frodo640aes,0.15
83,x25519_frodo640aes,0.15
84,x25519_frodo640aes,0.15
85,x25519_frodo640aes,0.15
86,x25519_frodo640aes,0.15
87,x25519_frodo640aes,0.15
88,x25519_frodo640aes,0.15
89,x25519_frodo640aes,0.15
90,x25519_frodo640aes,0.15
91,x25519_frodo640aes,0.15
92,x25519_frodo640aes,0.15
93,x25519_frodo640aes,0.15
94,x25519_frodo640aes,0.15
95,x25519_frodo640aes,0.15
96,x25519_frodo640aes,0.15
97,x25519_frodo640aes,0.15
98,x25519_frodo640aes,0.15
99,x25519_frodo640aes,0.16
100,x25519_frodo640aes,0.15
