Iteration, Algorithm, Time(s)
1,SecP384r1MLKEM1024,0.02
2,SecP384r1MLKEM1024,0.02
3,SecP384r1MLKEM1024,0.02
4,SecP384r1MLKEM1024,0.02
5,SecP384r1MLKEM1024,0.02
6,SecP384r1MLKEM1024,0.02
7,SecP384r1MLKEM1024,0.02
8,SecP384r1MLKEM1024,0.02
9,SecP384r1MLKEM1024,0.02
10,SecP384r1MLKEM1024,0.02
11,SecP384r1MLKEM1024,0.02
12,SecP384r1MLKEM1024,0.02
13,SecP384r1MLKEM1024,0.02
14,SecP384r1MLKEM1024,0.02
15,SecP384r1MLKEM1024,0.02
16,SecP384r1MLKEM1024,0.02
17,SecP384r1MLKEM1024,0.02
18,SecP384r1MLKEM1024,0.02
19,SecP384r1MLKEM1024,0.02
20,SecP384r1MLKEM1024,0.02
21,SecP384r1MLKEM1024,0.02
22,SecP384r1MLKEM1024,0.02
23,SecP384r1MLKEM1024,0.02
24,SecP384r1MLKEM1024,0.02
25,SecP384r1MLKEM1024,0.02
26,SecP384r1MLKEM1024,0.02
27,SecP384r1MLKEM1024,0.02
28,SecP384r1MLKEM1024,0.02
29,SecP384r1MLKEM1024,0.02
30,SecP384r1MLKEM1024,0.02
31,SecP384r1MLKEM1024,0.02
32,SecP384r1MLKEM1024,0.02
33,SecP384r1MLKEM1024,0.02
34,SecP384r1MLKEM1024,0.02
35,SecP384r1MLKEM1024,0.02
36,SecP384r1MLKEM1024,0.02
37,SecP384r1MLKEM1024,0.02
38,SecP384r1MLKEM1024,0.02
39,SecP384r1MLKEM1024,0.02
40,SecP384r1MLKEM1024,0.02
41,SecP384r1MLKEM1024,0.02
42,SecP384r1MLKEM1024,0.02
43,SecP384r1MLKEM1024,0.02
44,SecP384r1MLKEM1024,0.02
45,SecP384r1MLKEM1024,0.02
46,SecP384r1MLKEM1024,0.02
47,SecP384r1MLKEM1024,0.02
48,SecP384r1MLKEM1024,0.02
49,SecP384r1MLKEM1024,0.02
50,SecP384r1MLKEM1024,0.02
51,SecP384r1MLKEM1024,0.02
52,SecP384r1MLKEM1024,0.02
53,SecP384r1MLKEM1024,0.02
54,SecP384r1MLKEM1024,0.02
55,SecP384r1MLKEM1024,0.02
56,SecP384r1MLKEM1024,0.02
57,SecP384r1MLKEM1024,0.02
58,SecP384r1MLKEM1024,0.02
59,SecP384r1MLKEM1024,0.02
60,SecP384r1MLKEM1024,0.02
61,SecP384r1MLKEM1024,0.02
62,SecP384r1MLKEM1024,0.02
63,SecP384r1MLKEM1024,0.02
64,SecP384r1MLKEM1024,0.02
65,SecP384r1MLKEM1024,0.02
66,SecP384r1MLKEM1024,0.02
67,SecP384r1MLKEM1024,0.02
68,SecP384r1MLKEM1024,0.02
69,SecP384r1MLKEM1024,0.02
70,SecP384r1MLKEM1024,0.02
71,SecP384r1MLKEM1024,0.02
72,SecP384r1MLKEM1024,0.02
73,SecP384r1MLKEM1024,0.02
74,SecP384r1MLKEM1024,0.02
75,SecP384r1MLKEM1024,0.02
76,SecP384r1MLKEM1024,0.02
77,SecP384r1MLKEM1024,0.02
78,SecP384r1MLKEM1024,0.02
79,SecP384r1MLKEM1024,0.02
80,SecP384r1MLKEM1024,0.02
81,SecP384r1MLKEM1024,0.02
82,SecP384r1MLKEM1024,0.02
83,SecP384r1MLKEM1024,0.02
84,SecP384r1MLKEM1024,0.02
85,SecP384r1MLKEM1024,0.02
86,SecP384r1MLKEM1024,0.02
87,SecP384r1MLKEM1024,0.02
88,SecP384r1MLKEM1024,0.02
89,SecP384r1MLKEM1024,0.02
90,SecP384r1MLKEM1024,0.02
91,SecP384r1MLKEM1024,0.02
92,SecP384r1MLKEM1024,0.02
93,SecP384r1MLKEM1024,0.02
94,SecP384r1MLKEM1024,0.02
95,SecP384r1MLKEM1024,0.02
96,SecP384r1MLKEM1024,0.02
97,SecP384r1MLKEM1024,0.02
98,SecP384r1MLKEM1024,0.02
99,SecP384r1MLKEM1024,0.02
100,SecP384r1MLKEM1024,0.02
