Iteration, Algorithm, Time(s)
1,bp512_mlkem1024,0.03
2,bp512_mlkem1024,0.03
3,bp512_mlkem1024,0.03
4,bp512_mlkem1024,0.03
5,bp512_mlkem1024,0.03
6,bp512_mlkem1024,0.03
7,bp512_mlkem1024,0.03
8,bp512_mlkem1024,0.03
9,bp512_mlkem1024,0.03
10,bp512_mlkem1024,0.03
11,bp512_mlkem1024,0.03
12,bp512_mlkem1024,0.03
13,bp512_mlkem1024,0.03
14,bp512_mlkem1024,0.03
15,bp512_mlkem1024,0.03
16,bp512_mlkem1024,0.03
17,bp512_mlkem1024,0.03
18,bp512_mlkem1024,0.03
19,bp512_mlkem1024,0.03
20,bp512_mlkem1024,0.03
21,bp512_mlkem1024,0.03
22,bp512_mlkem1024,0.03
23,bp512_mlkem1024,0.03
24,bp512_mlkem1024,0.03
25,bp512_mlkem1024,0.03
26,bp512_mlkem1024,0.03
27,bp512_mlkem1024,0.03
28,bp512_mlkem1024,0.03
29,bp512_mlkem1024,0.03
30,bp512_mlkem1024,0.03
31,bp512_mlkem1024,0.03
32,bp512_mlkem1024,0.03
33,bp512_mlkem1024,0.03
34,bp512_mlkem1024,0.03
35,bp512_mlkem1024,0.03
36,bp512_mlkem1024,0.03
37,bp512_mlkem1024,0.03
38,bp512_mlkem1024,0.03
39,bp512_mlkem1024,0.03
40,bp512_mlkem1024,0.03
41,bp512_mlkem1024,0.03
42,bp512_mlkem1024,0.03
43,bp512_mlkem1024,0.03
44,bp512_mlkem1024,0.03
45,bp512_mlkem1024,0.03
46,bp512_mlkem1024,0.03
47,bp512_mlkem1024,0.03
48,bp512_mlkem1024,0.03
49,bp512_mlkem1024,0.03
50,bp512_mlkem1024,0.03
51,bp512_mlkem1024,0.03
52,bp512_mlkem1024,0.03
53,bp512_mlkem1024,0.03
54,bp512_mlkem1024,0.03
55,bp512_mlkem1024,0.03
56,bp512_mlkem1024,0.03
57,bp512_mlkem1024,0.03
58,bp512_mlkem1024,0.03
59,bp512_mlkem1024,0.03
60,bp512_mlkem1024,0.03
61,bp512_mlkem1024,0.03
62,bp512_mlkem1024,0.03
63,bp512_mlkem1024,0.03
64,bp512_mlkem1024,0.03
65,bp512_mlkem1024,0.03
66,bp512_mlkem1024,0.03
67,bp512_mlkem1024,0.03
68,bp512_mlkem1024,0.03
69,bp512_mlkem1024,0.03
70,bp512_mlkem1024,0.03
71,bp512_mlkem1024,0.03
72,bp512_mlkem1024,0.03
73,bp512_mlkem1024,0.03
74,bp512_mlkem1024,0.03
75,bp512_mlkem1024,0.03
76,bp512_mlkem1024,0.03
77,bp512_mlkem1024,0.03
78,bp512_mlkem1024,0.03
79,bp512_mlkem1024,0.03
80,bp512_mlkem1024,0.03
81,bp512_mlkem1024,0.03
82,bp512_mlkem1024,0.03
83,bp512_mlkem1024,0.03
84,bp512_mlkem1024,0.03
85,bp512_mlkem1024,0.03
86,bp512_mlkem1024,0.03
87,bp512_mlkem1024,0.03
88,bp512_mlkem1024,0.03
89,bp512_mlkem1024,0.03
90,bp512_mlkem1024,0.03
91,bp512_mlkem1024,0.03
92,bp512_mlkem1024,0.03
93,bp512_mlkem1024,0.03
94,bp512_mlkem1024,0.03
95,bp512_mlkem1024,0.03
96,bp512_mlkem1024,0.03
97,bp512_mlkem1024,0.03
98,bp512_mlkem1024,0.03
99,bp512_mlkem1024,0.03
100,bp512_mlkem1024,0.03
