algo,repeat,op,ops_per_sec,bytes,notes
ML-DSA-44,1,sign,18963.267,pk=2420|sk=2420|sig=2420,speed_table
ML-DSA-44,1,verify,48888.533,pk=2420|sk=2420|sig=2420,speed_table
ML-DSA-44,2,sign,18962.267,pk=2420|sk=2420|sig=2420,speed_table
ML-DSA-44,2,verify,48794.400,pk=2420|sk=2420|sig=2420,speed_table
ML-DSA-44,3,sign,18911.400,pk=2420|sk=2420|sig=2420,speed_table
ML-DSA-44,3,verify,48844.067,pk=2420|sk=2420|sig=2420,speed_table
